content,score,Label,text_clean
"Pencarian lama, nunggu verifikasi penjualan aja hampir 10 hari, Trus nunggu lagi 7 hari baru uang di transfer ke rekening pencarian, hadeh ga lagi-lagi deh😪 kelamaan, padahal cuma 500ribu tapi lama bener pencariannya",1,Negatif,pencarian lama nunggu verifikasi penjualan aja hampir  hari trus nunggu lagi  hari baru uang di transfer ke rekening pencarian hadeh ga lagilagi deh kelamaan padahal cuma ribu tapi lama bener pencariannya
"cocok bgt untuk pemula tapi sayang harus wajib terhubung sama akun bang jago dan stockbit,KLO ada masalah kayak lupa pw itu udh kayak badut GK bisa NGAPA-NGAPAIN!! (cuman bisa reksa dana aja) bikin pusing knp GK disatuin aja app stockbit sama bibit dan TOLONG dipermudah agar bisa pakai akun selain bank jago, saya ada kendala lupa pw akun bank jago dah lama, akunnya terhubung sama email lama yang saya hapus dikarenakan Handphone saya dicuri beserta dengan nomor handphonenya",1,Negatif,cocok bgt untuk pemula tapi sayang harus wajib terhubung sama akun bang jago dan stockbitklo ada masalah kayak lupa pw itu udh kayak badut gk bisa ngapangapain cuman bisa reksa dana aja bikin pusing knp gk disatuin aja app stockbit sama bibit dan tolong dipermudah agar bisa pakai akun selain bank jago saya ada kendala lupa pw akun bank jago dah lama akunnya terhubung sama email lama yang saya hapus dikarenakan handphone saya dicuri beserta dengan nomor handphonenya
"tolong pihak bibit aset nya ga bisa di jual asik tulisan nya ""penjual hanya bisa saat 2-3 hari jam kerja"" tapi sampai skrng blm bisa di jual....",2,Negatif,tolong pihak bibit aset nya ga bisa di jual asik tulisan nya penjual hanya bisa saat  hari jam kerja tapi sampai skrng blm bisa di jual
ini gmnaa yaaa saya udah investasi 1jt udahh hampir seminggu ga naik naik mau di jual jugaa gabisa terus saya coba investasi kn 100ribu Lg siapa tau ada yg eror tp sampe skrng juga blum ada perubahan mau jual pun gada tombol jualnya nuggu 2/3hari kerja padahal udah lebih dari 3hari yg 100ribu sedangkan yg 1jt udah lebih dari 2minggu tolong bgt di kasih solusinya,2,Negatif,ini gmnaa yaaa saya udah investasi jt udahh hampir seminggu ga naik naik mau di jual jugaa gabisa terus saya coba investasi kn ribu lg siapa tau ada yg eror tp sampe skrng juga blum ada perubahan mau jual pun gada tombol jualnya nuggu hari kerja padahal udah lebih dari hari yg ribu sedangkan yg jt udah lebih dari minggu tolong bgt di kasih solusinya
"aku saya lupa pin, saat ingin rubah pin di suruh masukan no KTP, udah 100 kali di coba malah no KTP tidak sesuai, padahal sudah benar KTP nya, tanya solusi ke WA admin gak ada respon, intinya tidak ada solusi dalam penyelesaian masalah.",1,Negatif,aku saya lupa pin saat ingin rubah pin di suruh masukan no ktp udah  kali di coba malah no ktp tidak sesuai padahal sudah benar ktp nya tanya solusi ke wa admin gak ada respon intinya tidak ada solusi dalam penyelesaian masalah
"ada apa dengan bibit sekarang Chat ke cs gagal mulu padahal ngga ada yg salah ama koneksi internet, cuma mau nanya kenapa saldo aku yg uda match penjualan saham dari tgl 26 Maret belum muncul2 smpe sekarang (06/04/25) di RDN wallet?",3,Positif,ada apa dengan bibit sekarang chat ke cs gagal mulu padahal ngga ada yg salah ama koneksi internet cuma mau nanya kenapa saldo aku yg uda match penjualan saham dari tgl  maret belum muncul smpe sekarang  di rdn wallet
"pencairan reksa dana katanya maksimal 7 hari ini udah lebih belum cair cair juga,terus udah nanya cs tetep aja malah dikasih tau nya gitu,kecewa berat sih dalam hal pengalaman ini",1,Negatif,pencairan reksa dana katanya maksimal  hari ini udah lebih belum cair cair jugaterus udah nanya cs tetep aja malah dikasih tau nya gitukecewa berat sih dalam hal pengalaman ini
"Nyimpen Dana Darurat di produk Reksadana Pasar Uang yg ada logo pencairan Instan (logo petir), tapi pas melakukan penjualan buat pencairan Dana karena ada kebutuhan mendesak, malah Dana nya baru bisa cair butuh 7 hari kerjaa. kaloo fiturnya ngga bisa di pake ngapain di sediain, next kalo gini terus pindahin dana ke platfrom marketplace reksadana lain. SANGAT MENGECEWAKAN",1,Negatif,nyimpen dana darurat di produk reksadana pasar uang yg ada logo pencairan instan logo petir tapi pas melakukan penjualan buat pencairan dana karena ada kebutuhan mendesak malah dana nya baru bisa cair butuh  hari kerjaa kaloo fiturnya ngga bisa di pake ngapain di sediain next kalo gini terus pindahin dana ke platfrom marketplace reksadana lain sangat mengecewakan
"Dari sekian jauh nya belum nemu kendala, namun sekarang menemukan kendala, dimana saya tidak bisa membuka aplikasi bibit, sudah saya uninstall dan download ulang, tetap saja tidak terbuka aplikasi bibit ini. mohon bantuannya!",5,Positif,dari sekian jauh nya belum nemu kendala namun sekarang menemukan kendala dimana saya tidak bisa membuka aplikasi bibit sudah saya uninstall dan download ulang tetap saja tidak terbuka aplikasi bibit ini mohon bantuannya
"notif elit masalah sulit, 2 jam tanpa respon cs, intruksi 13.01-13.59 hoax sama aja kyk jam biasa masih 3 hari kerja atau lebih dana baru cair dan saya belum ada kabar berita, fitur instant cair nya seenak jidad ditiadakan atau di adakan seakan-akan kami yang perlu terus buat apa sibuk ngiklan in terus-terus an sampe penuh sama notif dari bibit sudah semau-mau giliran sepi aplikasi teriak-teriak sponsor sana sini inget aplikasi anda bukan satu-satu nya jadi jangan seenak jidad kyk pemerintah",1,Negatif,notif elit masalah sulit  jam tanpa respon cs intruksi  hoax sama aja kyk jam biasa masih  hari kerja atau lebih dana baru cair dan saya belum ada kabar berita fitur instant cair nya seenak jidad ditiadakan atau di adakan seakanakan kami yang perlu terus buat apa sibuk ngiklan in terusterus an sampe penuh sama notif dari bibit sudah semaumau giliran sepi aplikasi teriakteriak sponsor sana sini inget aplikasi anda bukan satusatu nya jadi jangan seenak jidad kyk pemerintah
kecewa.. fitur pencairan instan tiba-tiba tidak bisa. padahal sudah percaya sama ekosistem bibit.. klo kayak gini orang yang menyimpan dana daruratnya direksadana yang ada fitur pencairan instan apa kabar... syarat dan ketentuan tidak ada masalah. hanya saja dari pihak kalian mengatakan fitur itu bisa digunakan kembali di tanggal 09/04/25. padahal kemarin saya coba iseng narik 100 ribu bisa dilakukan,1,Negatif,kecewa fitur pencairan instan tibatiba tidak bisa padahal sudah percaya sama ekosistem bibit klo kayak gini orang yang menyimpan dana daruratnya direksadana yang ada fitur pencairan instan apa kabar syarat dan ketentuan tidak ada masalah hanya saja dari pihak kalian mengatakan fitur itu bisa digunakan kembali di tanggal  padahal kemarin saya coba iseng narik  ribu bisa dilakukan
"aplikasi sangat buruk terutama, yang menangapi ketika ad yang bermasalah juga tidak dapat membantu menyelesaikan masalah dalam registrasi , aplikasi ngak guna",1,Negatif,aplikasi sangat buruk terutama yang menangapi ketika ad yang bermasalah juga tidak dapat membantu menyelesaikan masalah dalam registrasi  aplikasi ngak guna
"aplikasi nya lumayan bagus tapi untuk pelayanan Customer Service nya di WhatsApp lama banget responnya, apalagi saya ini baru pertama kali investasi di aplikasi Bibit ini",3,Positif,aplikasi nya lumayan bagus tapi untuk pelayanan customer service nya di whatsapp lama banget responnya apalagi saya ini baru pertama kali investasi di aplikasi bibit ini
"Thankyou aplikasi Bibit, mengajarkan ku untuk konsisten tabung & sisihkan mulai dari 10K lewat Reksadana (pasar uang) rajin menabung hari ini nikmati passive income di masa depan 😜🥳🙌🌟",5,Positif,thankyou aplikasi bibit mengajarkan ku untuk konsisten tabung  sisihkan mulai dari k lewat reksadana pasar uang rajin menabung hari ini nikmati passive income di masa depan 
"aplikasi ini sangat berguna sekali untuk pemula, tampilannya user friendly dan mudah dipahami",5,Positif,aplikasi ini sangat berguna sekali untuk pemula tampilannya user friendly dan mudah dipahami
Tadinya saya suka tetapi ada kesalahan penyajian data . CNMA deviden 4 rupiah yang akan dibagikan April nanti 2025. bukan 9 rupiah. Tetapi di sistem corporate actionya ditulis 9. 9 adalah deviden 2024 yang 5 rupiah sudah dibagian di intern dibulan 11 . 4 rupiah nanti di april,1,Negatif,tadinya saya suka tetapi ada kesalahan penyajian data  cnma deviden  rupiah yang akan dibagikan april nanti  bukan  rupiah tetapi di sistem corporate actionya ditulis   adalah deviden  yang  rupiah sudah dibagian di intern dibulan    rupiah nanti di april
"Bibit Sudah Bagus, Kalau Bisa Penjualan Ke RDN Wallet nya tidak ada Biaya Admin nya. supaya Ber Invest Lebih Banyak Mendapatkan Keuntungan tanpa takut ada potongan Admin Ketika Melakukan Penjualan, karena di Bibit Bank Penampung Banyak Dari pihak Bank BCA. Selebihnya termasuk OKE",5,Positif,bibit sudah bagus kalau bisa penjualan ke rdn wallet nya tidak ada biaya admin nya supaya ber invest lebih banyak mendapatkan keuntungan tanpa takut ada potongan admin ketika melakukan penjualan karena di bibit bank penampung banyak dari pihak bank bca selebihnya termasuk oke
"Harus tingkat kan lagi pelayanan Biar nasabah saham dan lain2 semakin memuaskan. Contoh Deposit cepat, pembelian saham hrus di percepat, jgn diwaktu pembelian saham tgl nya 24 maret 2025,proses nya tgl 30 maret 2025,itu memperlambat, itu aja",2,Negatif,harus tingkat kan lagi pelayanan biar nasabah saham dan lain semakin memuaskan contoh deposit cepat pembelian saham hrus di percepat jgn diwaktu pembelian saham tgl nya  maret proses nya tgl  maret itu memperlambat itu aja
aplikasi yg sangat mudah dipahami sy sebagai pemula dgn berbagai kemudahan untuk berinvestasi,5,Positif,aplikasi yg sangat mudah dipahami sy sebagai pemula dgn berbagai kemudahan untuk berinvestasi
Pas buat nabung bulanan dan sangat bagus buat pemula investasi 💝🙏,5,Positif,pas buat nabung bulanan dan sangat bagus buat pemula investasi 
"Aplikasinya bagus, namun sudah saatnya bibit menambah list produk reksadananya, pilihan produk yang ada sekarang jauh lebih sedikit dibandingkan kompetitor lainnya.",5,Positif,aplikasinya bagus namun sudah saatnya bibit menambah list produk reksadananya pilihan produk yang ada sekarang jauh lebih sedikit dibandingkan kompetitor lainnya
"""Sebagai pemula, saya merasa sangat terbantu dengan Bibit. Proses pendaftaran mudah, rekomendasi investasi jelas, dan bisa mulai dengan modal kecil. Aplikasinya juga user-friendly!""",5,Positif,sebagai pemula saya merasa sangat terbantu dengan bibit proses pendaftaran mudah rekomendasi investasi jelas dan bisa mulai dengan modal kecil aplikasinya juga userfriendly
"Apk nya memang mudah di pahami untuk para pemula ( awam ), kenapa saya ranting bintang 1 ?, karena ini soal penarikan dan pembelian sangat lama butuh waktu 3-7 hari, tidak seperti apk lain nya hanya butuh beberapa menit untuk penarikan dan pembelian, saya mohon untuk bibit semoga bisa mempercepat masalah penarikan dan pembelian",1,Negatif,apk nya memang mudah di pahami untuk para pemula  awam  kenapa saya ranting bintang   karena ini soal penarikan dan pembelian sangat lama butuh waktu  hari tidak seperti apk lain nya hanya butuh beberapa menit untuk penarikan dan pembelian saya mohon untuk bibit semoga bisa mempercepat masalah penarikan dan pembelian
"Saya dah coba withdraw ke bank jago yg sudah didaftarkan via bibit, trus untuk mencairkan ke rekening sayanya bagaimana, mohon penjelasannya, satu lagi koq layanan chat di aplikasi bibit off",1,Negatif,saya dah coba withdraw ke bank jago yg sudah didaftarkan via bibit trus untuk mencairkan ke rekening sayanya bagaimana mohon penjelasannya satu lagi koq layanan chat di aplikasi bibit off
Saya ciriga apk bibit.di.Ambil Alah Oleh Penjahat.tidak bisa terfrikasi oleh bibit.hurus menugga x 3. 24.terus apk nya gak bisa di buka..Ada yang Anah Kata admin nya di.telegram Isi data lagi harus segera investasi... katanya baru akun bibit terfrikasi.tolong yg berwenang selesai masalah ini!!,5,Positif,saya ciriga apk bibitdiambil alah oleh penjahattidak bisa terfrikasi oleh bibithurus menugga x  terus apk nya gak bisa di bukaada yang anah kata admin nya ditelegram isi data lagi harus segera investasi katanya baru akun bibit terfrikasitolong yg berwenang selesai masalah ini
"Investasi di bibit sangat bagus dan juga mudah produk investasinya juga lengkap tapi, untuk produk investasinya kalo bisa di tambah lagi untuk produk investasi emas dan tabungan umrah/haji untuk lebih lengkap dan bisa juga untuk menjadi tabungan di masa depan.",5,Positif,investasi di bibit sangat bagus dan juga mudah produk investasinya juga lengkap tapi untuk produk investasinya kalo bisa di tambah lagi untuk produk investasi emas dan tabungan umrahhaji untuk lebih lengkap dan bisa juga untuk menjadi tabungan di masa depan
"Ini kenapa gk bisa login, pesan yg muncul bilang kalau sinyal nya jelek padahal sinyal ku bagus, nyoba login aplikasi lain lancar-lancar aja, tolong perbaiki dong",1,Negatif,ini kenapa gk bisa login pesan yg muncul bilang kalau sinyal nya jelek padahal sinyal ku bagus nyoba login aplikasi lain lancarlancar aja tolong perbaiki dong
"Haloo min... apakah apk bibit untuk hari ini ada gangguan?? Seharian mau buka kok tidak bisa,, loading terus??? 7/3/2025",5,Positif,haloo min apakah apk bibit untuk hari ini ada gangguan seharian mau buka kok tidak bisa loading terus 
Terima kasih sudah diperbaiki keluhan saya tentang Notifikasi dan menu bagian bawah layar tidak bisa diklik di xiaomi 14T. Sekarang sudah normal kembali,5,Positif,terima kasih sudah diperbaiki keluhan saya tentang notifikasi dan menu bagian bawah layar tidak bisa diklik di xiaomi t sekarang sudah normal kembali
"Saya mau tutup akun permanen, team suport tidak mau kirim formulir, gimana itu. Tidak bisa lagi di chat",1,Negatif,saya mau tutup akun permanen team suport tidak mau kirim formulir gimana itu tidak bisa lagi di chat
"Buat yang mau invest di apk ini pikir pikir lagi deh ,pencairan di persulit , mau nambah rekening di persulit juga ,pdhl lagi butuh banget duitnyaa itupun gak terlalu besar ,true banget giliran mau jual fortofolio nya turun , aplikasi jelek jangan deh jangan investasi di apk ini ,ksel banget sumpah:v",1,Negatif,buat yang mau invest di apk ini pikir pikir lagi deh pencairan di persulit  mau nambah rekening di persulit juga pdhl lagi butuh banget duitnyaa itupun gak terlalu besar true banget giliran mau jual fortofolio nya turun  aplikasi jelek jangan deh jangan investasi di apk ini ksel banget sumpahv
"Kenapa porfolio saham saya saldonya turun padahal lagi turun/389k terus saldo 200k lagi kemana?hilang begitu saja!setelah dihitung total.saya baru mulai di bibit,jangan buat reputasi apk jadi jelek kan katanya udah OJK.tolong kejelasannya!.",1,Negatif,kenapa porfolio saham saya saldonya turun padahal lagi turunk terus saldo k lagi kemanahilang begitu sajasetelah dihitung totalsaya baru mulai di bibitjangan buat reputasi apk jadi jelek kan katanya udah ojktolong kejelasannya
"Mantap, teman investasi Saya! Hanya saja, Saya menyarankan untuk meminimalisir kendala login pada jam2 market yg baru dibuka.. Misal, Saya sering mengalami kendala login waktu jam 9 pagi atau 1 siang.. Selebihnya aman.. ❤️",4,Positif,mantap teman investasi saya hanya saja saya menyarankan untuk meminimalisir kendala login pada jam market yg baru dibuka misal saya sering mengalami kendala login waktu jam  pagi atau  siang selebihnya aman 
pemakaian mudah tapi wd harus tunggu lama sekali. padahal sudah pilih paling instan. masuk ke rdn jago cepat tapi gak bisa ditarik juga harus wd dari aplikasi lagi terus tunggu 2-7 hari lagi,3,Positif,pemakaian mudah tapi wd harus tunggu lama sekali padahal sudah pilih paling instan masuk ke rdn jago cepat tapi gak bisa ditarik juga harus wd dari aplikasi lagi terus tunggu  hari lagi
"Persyaratan Reactive akun nya ribet, sampe disuruh foto megang tulisa dan haru ditempat yang sama. Padahal cuma mau aktifkan akun doang sudah kayak apa aja pake foto sambil megang tulisan angka. Tolong revisi persyaratan yang terlalu rumit itu lagian biar apa dibikin begitu?!!!",1,Negatif,persyaratan reactive akun nya ribet sampe disuruh foto megang tulisa dan haru ditempat yang sama padahal cuma mau aktifkan akun doang sudah kayak apa aja pake foto sambil megang tulisan angka tolong revisi persyaratan yang terlalu rumit itu lagian biar apa dibikin begitu
"Proses verifikasi order jual obligasi oleh bank kustodian lama banget, udah gitu setelah order jual berhasil, pencairan ke rekening bank nasabah juga lama lagi (pencairan maksimal nunggu 7 hari kerja jadi kalau ditambah proses verifikasi oleh bank kustodian bisa sampai 2 minggu). Intinya jangan pernah simpan dana investasi terlalu banyak lewat APK ini, soalnya kalau lagi butuh narik dana cepat dan kondisi urgent proses pencairannya lama poll",2,Negatif,proses verifikasi order jual obligasi oleh bank kustodian lama banget udah gitu setelah order jual berhasil pencairan ke rekening bank nasabah juga lama lagi pencairan maksimal nunggu  hari kerja jadi kalau ditambah proses verifikasi oleh bank kustodian bisa sampai  minggu intinya jangan pernah simpan dana investasi terlalu banyak lewat apk ini soalnya kalau lagi butuh narik dana cepat dan kondisi urgent proses pencairannya lama poll
"Aplikasi bibit sangat membantu dlm belajar investasi bagi pemula dan dlm hal menabung juga sangat membantu, karena dapat memperkirakan berapa lama waktu yg dibutuhkan untuk mencapai goal tabungan yg direncanakan. Selain itu, saya sangat mengapresiasi bagaimana bibit bisa membantu para penggunanya, contohnya pada saat akun bibit kita terkena hack oleh pihak lain, saya sangat bersyukur karena dgn bantuan bibit hal tersebut bisa terselesaikan dgn sangat memuaskan. Good job Bibit.",5,Positif,aplikasi bibit sangat membantu dlm belajar investasi bagi pemula dan dlm hal menabung juga sangat membantu karena dapat memperkirakan berapa lama waktu yg dibutuhkan untuk mencapai goal tabungan yg direncanakan selain itu saya sangat mengapresiasi bagaimana bibit bisa membantu para penggunanya contohnya pada saat akun bibit kita terkena hack oleh pihak lain saya sangat bersyukur karena dgn bantuan bibit hal tersebut bisa terselesaikan dgn sangat memuaskan good job bibit
"Coba aja top up melalui BSI gratis, tambah asyik lagi sih. Apalagi kan syari'ah",5,Positif,coba aja top up melalui bsi gratis tambah asyik lagi sih apalagi kan syariah
saat saya pingin buka selalu ga bisa padahal udah berbagi cara saya lakukan tolong dong ini apknya yaa selalu bilang ga ada koneksi padahal saya pakai wifi setalah ganti ke paket data jg sama aja bilang nya priksa koneksi ga jelas banget,2,Negatif,saat saya pingin buka selalu ga bisa padahal udah berbagi cara saya lakukan tolong dong ini apknya yaa selalu bilang ga ada koneksi padahal saya pakai wifi setalah ganti ke paket data jg sama aja bilang nya priksa koneksi ga jelas banget
"Jangan mau instal.. BAHAYA.. saya belum selesai registrasi bru smpe data ktp dll dan mau dihapus atau batal registrasinya RESPON ADMINNYA UNINSTAL APK AJA.. Hello data pribadi saya nyangkut disitu dan gak mau dihapus loh... Giliran mau DAFTAR LAGI KATANYA GAK BISA KARNA DATA SUDAH DIGUNAKAN. DIGUNAKAN SIAPA WOI??? PADAHAL REGISTRASI BELUM BERHASIL DAN PUTUS DITENGAH JALAN TAPI KATANYA UDAH TERDAFTAR.. Jengkel banget, langsung saya uninstal lagi.. BAHAYA BANGET, HATI-HATI PENCURIAN DATA PRIBADI!",1,Negatif,jangan mau instal bahaya saya belum selesai registrasi bru smpe data ktp dll dan mau dihapus atau batal registrasinya respon adminnya uninstal apk aja hello data pribadi saya nyangkut disitu dan gak mau dihapus loh giliran mau daftar lagi katanya gak bisa karna data sudah digunakan digunakan siapa woi padahal registrasi belum berhasil dan putus ditengah jalan tapi katanya udah terdaftar jengkel banget langsung saya uninstal lagi bahaya banget hatihati pencurian data pribadi
"Aneh, padahal pin pasword masuk di masukin benar, tapi salah, akhirnya lebihan, eh udh komplikasi, pakai email, pakai NIK ndk bisa, nomor hp terdaftar udh ndk aktif, udh ke pusat bantuan ndk di jawab udh lebih 4 jam, gimana dong dana yang di dalam akun saya... Saya tuntut klo sampai ndk bisa masuk... Saya udh sabar nunggu, di jam kerja ndk di balas balas... Malah cmn qiya, ini masalah pin ya, udh di bales ndk di bales lagi.... Tolong dong di perbaiki sistemnya",1,Negatif,aneh padahal pin pasword masuk di masukin benar tapi salah akhirnya lebihan eh udh komplikasi pakai email pakai nik ndk bisa nomor hp terdaftar udh ndk aktif udh ke pusat bantuan ndk di jawab udh lebih  jam gimana dong dana yang di dalam akun saya saya tuntut klo sampai ndk bisa masuk saya udh sabar nunggu di jam kerja ndk di balas balas malah cmn qiya ini masalah pin ya udh di bales ndk di bales lagi tolong dong di perbaiki sistemnya
"sebenarnya sudah lama pakai. cuman belum rutin, sekarang coba untuk nabung rutin disini. UI interface mudah digunakan dan simpel cuman minusnya penjelasan untuk orang awam agak susah",5,Positif,sebenarnya sudah lama pakai cuman belum rutin sekarang coba untuk nabung rutin disini ui interface mudah digunakan dan simpel cuman minusnya penjelasan untuk orang awam agak susah
"jujur suka bangettt! keren banget aplikasinya, memudahkan untuk pemula. di aplikasinya juga ada semacam video pembelajaran dan media belajar yang lain, jadi bisa nambah wawasan bagi yang pemula. keren pokonya!",5,Positif,jujur suka bangettt keren banget aplikasinya memudahkan untuk pemula di aplikasinya juga ada semacam video pembelajaran dan media belajar yang lain jadi bisa nambah wawasan bagi yang pemula keren pokonya
"Woi tolong lah, kalau ada yang mengajukan penjualan itu dipermudah. Ini tiba-tiba harus nunggu 4 hari buat dapat uang hasil penjualan. Saran gue yaa, Kasih tahu yang gede ke user saat pembelian obligasi atau pasar uang jika pencairan penjualanya itu ada waktunya, jangan pas usernya mau jual, baru klen kasih tahu kntllll!!!. Ini kan membuat kalkulasi jadwal user jadi berantakan. Dah gitu aja",1,Negatif,woi tolong lah kalau ada yang mengajukan penjualan itu dipermudah ini tibatiba harus nunggu  hari buat dapat uang hasil penjualan saran gue yaa kasih tahu yang gede ke user saat pembelian obligasi atau pasar uang jika pencairan penjualanya itu ada waktunya jangan pas usernya mau jual baru klen kasih tahu kntllll ini kan membuat kalkulasi jadwal user jadi berantakan dah gitu aja
"Saya juga tau verifikasi itu penting. Tp Cs Anda bertele2 dan terkesan ngerjain. Probing datanya gak sekalian, dan gak jelas arahannya. Sudah lampirin semua data tiba2 disuruh ajuin ulang dengan alasan baju yg saya pakai berbeda di foto selfi dengan foto memegang data. Dan harus memakai baju yang sama. Coba deh cek lagi history chat saya dengan CS anda.. perhatikan lagi SOP nya",1,Negatif,saya juga tau verifikasi itu penting tp cs anda bertele dan terkesan ngerjain probing datanya gak sekalian dan gak jelas arahannya sudah lampirin semua data tiba disuruh ajuin ulang dengan alasan baju yg saya pakai berbeda di foto selfi dengan foto memegang data dan harus memakai baju yang sama coba deh cek lagi history chat saya dengan cs anda perhatikan lagi sop nya
"sorry saya kasih rating rendah di karena kan akhir² ini apk nya sangat ngelag mau login aja susah, padahal sinyal dan kuota saya masih banyak. tolong di perbaiki lahi sistem nya",2,Negatif,sorry saya kasih rating rendah di karena kan akhir ini apk nya sangat ngelag mau login aja susah padahal sinyal dan kuota saya masih banyak tolong di perbaiki lahi sistem nya
"Tolong dong lebih ditingkatkan lagi terkhusus yang mau widraw saya sebagai pengguna cukup agak kecewa sih, untuk deposit aja cepet proses nya langsung masuk tapi untuk Widraw apalagi widraw dihari Jum'at sampai hari Senin pagi belum cair , padahal bener bener lagi butuh banget cepet duit nya",1,Negatif,tolong dong lebih ditingkatkan lagi terkhusus yang mau widraw saya sebagai pengguna cukup agak kecewa sih untuk deposit aja cepet proses nya langsung masuk tapi untuk widraw apalagi widraw dihari jumat sampai hari senin pagi belum cair  padahal bener bener lagi butuh banget cepet duit nya
Lambat banget verifikasinya. Giliran jam buka saham & grafik sudah pada gerak baru selesai verifikasi. Auto ketinggalan kereta lah!,1,Negatif,lambat banget verifikasinya giliran jam buka saham  grafik sudah pada gerak baru selesai verifikasi auto ketinggalan kereta lah
"Kacau banget aplikasinya, mau narik dana aja lama banget saya udah urus ini 2 minggu dan sampe sekarang belom terselesaikan, padahal saya sudah mengikuti semua prosedur, tapi gak ada penanggulanan yang baik, malah terkesan berbelit-belit, kapok lah pake aplikasi ini, mending ke sebelah aja",1,Negatif,kacau banget aplikasinya mau narik dana aja lama banget saya udah urus ini  minggu dan sampe sekarang belom terselesaikan padahal saya sudah mengikuti semua prosedur tapi gak ada penanggulanan yang baik malah terkesan berbelitbelit kapok lah pake aplikasi ini mending ke sebelah aja
"banyak ribet nyaaa, gak simple dan sulit . buat sayaa yang baru baru,kurang gampang Memahami nya. Pembelajaran nyaa gak mudah di pahami.",2,Negatif,banyak ribet nyaaa gak simple dan sulit  buat sayaa yang baru barukurang gampang memahami nya pembelajaran nyaa gak mudah di pahami
"Lucunya untuk ganti setingan/membatalkan pengajuan RDN dari Jago ke BCA berbelit²+dilempar²+lama, bilangnya buat ganti RDN adalah hanya bisa aplikasi Stockbit. Lah aplikasi segede itu untuk perbaiki setelan RDN peserta/nasabah sendiri aja malah lempar²an ke aplikasi lain. Kog pas sinkronize bisa cepet² aja? Pas regristrasi ulang langsung otomatis ke Jago. Saran saya kalo mau condong kesalah satu bank, caranya jangan begitu.",1,Negatif,lucunya untuk ganti setinganmembatalkan pengajuan rdn dari jago ke bca berbelitdilemparlama bilangnya buat ganti rdn adalah hanya bisa aplikasi stockbit lah aplikasi segede itu untuk perbaiki setelan rdn pesertanasabah sendiri aja malah lemparan ke aplikasi lain kog pas sinkronize bisa cepet aja pas regristrasi ulang langsung otomatis ke jago saran saya kalo mau condong kesalah satu bank caranya jangan begitu
"Agak sedikit kecewa sih, ya, tadinya sudah tertarik, sedang proses registrasi malah, tapi berhubung foto saya di ktp tidak jelas, sementara saya tidak punya SIM maupun paspor, disarankan untuk membuat KTP baru, yang dimana membuat KTP baru itu, ya tau lah ya. Tidak ada opsi lain 'kah? Malas bikin KTP barunya.",3,Positif,agak sedikit kecewa sih ya tadinya sudah tertarik sedang proses registrasi malah tapi berhubung foto saya di ktp tidak jelas sementara saya tidak punya sim maupun paspor disarankan untuk membuat ktp baru yang dimana membuat ktp baru itu ya tau lah ya tidak ada opsi lain kah malas bikin ktp barunya
Aplikasi apaan coba saya mau validasi data di karenakan hp saya hilang susah bener ngurusnya. Saya sudah ikuti semua ketentuannya udh foto KTP dan Poto pegang KTP ternyata harus ada pegang tanda tangan tempatnya harus sama lagi sedangkan itu lagi di kontrakan om saya mana ada kertas ama pulpen gak bisa beda tempat Ama gak boleh ganti baju lagi buknya yang di liat data Ama muka bukn baju atau pun background belakang foto background aja harus sama semua,1,Negatif,aplikasi apaan coba saya mau validasi data di karenakan hp saya hilang susah bener ngurusnya saya sudah ikuti semua ketentuannya udh foto ktp dan poto pegang ktp ternyata harus ada pegang tanda tangan tempatnya harus sama lagi sedangkan itu lagi di kontrakan om saya mana ada kertas ama pulpen gak bisa beda tempat ama gak boleh ganti baju lagi buknya yang di liat data ama muka bukn baju atau pun background belakang foto background aja harus sama semua
Permasalahan dari aplikasi 1. Didalam proses verifikasi sangat lambat (tidak bisa verifikasi) dan sekarang belum ada informasi terbaru. 2.Proses ribet dan keamanan belum terjamin 100% secara opsional. Mohon diberikan tanggapannya dan jangan hanya di read.,1,Negatif,permasalahan dari aplikasi  didalam proses verifikasi sangat lambat tidak bisa verifikasi dan sekarang belum ada informasi terbaru proses ribet dan keamanan belum terjamin  secara opsional mohon diberikan tanggapannya dan jangan hanya di read
"Tiba tiba saldo gopay hilang 100 rb setelah di liat kok dah melakukan pembayaran Reksadana? Padahal udah gak pake apk bibit lagi, terus kenapa bisa transaksi sendiri ? Tanpa sepengetahuan pemiliknya ? Dan saya merasa tidak melakukan pembayaran Reksadana ?",1,Negatif,tiba tiba saldo gopay hilang  rb setelah di liat kok dah melakukan pembayaran reksadana padahal udah gak pake apk bibit lagi terus kenapa bisa transaksi sendiri  tanpa sepengetahuan pemiliknya  dan saya merasa tidak melakukan pembayaran reksadana 
Saya bukan tidak suka dengan bibit tapi ni apk sering kali pembayaran otomatis dari 2 akun berbeda ada 2 akun akun 1 lagi tu 3x pembayaran otomatis terakhir uang selalu tiba tiba kosong. Tolong lh admin biar member baru tidak terkena seperti ini.,1,Negatif,saya bukan tidak suka dengan bibit tapi ni apk sering kali pembayaran otomatis dari  akun berbeda ada  akun akun  lagi tu x pembayaran otomatis terakhir uang selalu tiba tiba kosong tolong lh admin biar member baru tidak terkena seperti ini
