content,score,Label
"sorry saya kasih rating rendah di karena kan akhir² ini apk nya sangat ngelag mau login aja susah, padahal sinyal dan kuota saya masih banyak. tolong di perbaiki lahi sistem nya",2,Negatif
"Tolong dong lebih ditingkatkan lagi terkhusus yang mau widraw saya sebagai pengguna cukup agak kecewa sih, untuk deposit aja cepet proses nya langsung masuk tapi untuk Widraw apalagi widraw dihari Jum'at sampai hari Senin pagi belum cair , padahal bener bener lagi butuh banget cepet duit nya",1,Negatif
Lambat banget verifikasinya. Giliran jam buka saham & grafik sudah pada gerak baru selesai verifikasi. Auto ketinggalan kereta lah!,1,Negatif
"Kacau banget aplikasinya, mau narik dana aja lama banget saya udah urus ini 2 minggu dan sampe sekarang belom terselesaikan, padahal saya sudah mengikuti semua prosedur, tapi gak ada penanggulanan yang baik, malah terkesan berbelit-belit, kapok lah pake aplikasi ini, mending ke sebelah aja",1,Negatif
"banyak ribet nyaaa, gak simple dan sulit . buat sayaa yang baru baru,kurang gampang Memahami nya. Pembelajaran nyaa gak mudah di pahami.",2,Negatif
"Lucunya untuk ganti setingan/membatalkan pengajuan RDN dari Jago ke BCA berbelit²+dilempar²+lama, bilangnya buat ganti RDN adalah hanya bisa aplikasi Stockbit. Lah aplikasi segede itu untuk perbaiki setelan RDN peserta/nasabah sendiri aja malah lempar²an ke aplikasi lain. Kog pas sinkronize bisa cepet² aja? Pas regristrasi ulang langsung otomatis ke Jago. Saran saya kalo mau condong kesalah satu bank, caranya jangan begitu.",1,Negatif
"Agak sedikit kecewa sih, ya, tadinya sudah tertarik, sedang proses registrasi malah, tapi berhubung foto saya di ktp tidak jelas, sementara saya tidak punya SIM maupun paspor, disarankan untuk membuat KTP baru, yang dimana membuat KTP baru itu, ya tau lah ya. Tidak ada opsi lain 'kah? Malas bikin KTP barunya.",3,Positif
Aplikasi apaan coba saya mau validasi data di karenakan hp saya hilang susah bener ngurusnya. Saya sudah ikuti semua ketentuannya udh foto KTP dan Poto pegang KTP ternyata harus ada pegang tanda tangan tempatnya harus sama lagi sedangkan itu lagi di kontrakan om saya mana ada kertas ama pulpen gak bisa beda tempat Ama gak boleh ganti baju lagi buknya yang di liat data Ama muka bukn baju atau pun background belakang foto background aja harus sama semua,1,Negatif
Permasalahan dari aplikasi 1. Didalam proses verifikasi sangat lambat (tidak bisa verifikasi) dan sekarang belum ada informasi terbaru. 2.Proses ribet dan keamanan belum terjamin 100% secara opsional. Mohon diberikan tanggapannya dan jangan hanya di read.,1,Negatif
"Tiba tiba saldo gopay hilang 100 rb setelah di liat kok dah melakukan pembayaran Reksadana? Padahal udah gak pake apk bibit lagi, terus kenapa bisa transaksi sendiri ? Tanpa sepengetahuan pemiliknya ? Dan saya merasa tidak melakukan pembayaran Reksadana ?",1,Negatif
Saya bukan tidak suka dengan bibit tapi ni apk sering kali pembayaran otomatis dari 2 akun berbeda ada 2 akun akun 1 lagi tu 3x pembayaran otomatis terakhir uang selalu tiba tiba kosong. Tolong lh admin biar member baru tidak terkena seperti ini.,1,Negatif
"Aplikasinya bagus, use interface menarik dan mudah digunakan, sayang sekali saham tidak dijadikan satu dalam aplikasi jadi harus download aplikasi saham lagi. Harap kembali seperti dulu saham dan reksadana di gabung jadi tidak ribet",3,Positif
"cocok buat pemula yang ingin invest reksadana, gak sulit karena mudah dipahami. Semoga kedepannya bisa fleksibel dan stabil saat digunakan.",5,Positif
"Katanya reksadana yang ada gambar kilat nya kalo di cairin instan tapi nyatanya -+5 hari baru cair, kalo gitu itu namanya ga instan, mohon di benerin lagi udah make bertahun"" Malah gini.",2,Negatif
"Akhirnya setelah sekian lama saya sering melakukan update pada aplikasi Bibit, saya bisa mengaktivasi Rekening Dana Nasabah (RDN) dari bank Jago yang sebelumnya belum bisa diaktivasi melalui Bibit dan yang terpenting adalah terdapat fitur Auto SIP sehingga saya bisa melakukan pemesanan Reksa Dana secara otomatis sesuai dengan jadwal yang telah ditentukan sebelumnya dan mudah-mudahan aplikasi bisa bermanfaat bagi semua orang di masa mendatang",5,Positif
"dari segi aplikasi sangat baik, keuntungan yang diberikan juga lumayan, aku pribadi belum berani main saham, cukup main di obligasi dan pasar modal, tujuan utama nabung di bibit sebenarnya menghindari bunga bank dan keinginan buat beli barang barang, kalau di bibit jadinya aman gak bakalan ke pakek, bonusnya duitnya nambah, umr jogja pun tetap bisa investasi",5,Positif
"Saya kasih bintang dua dulu, karena ketika saya melakukan upgrade ke bibit plus saya tidak sengaja memencet RDN bank jago padahal saya ingin menggunakan BCA, lalu tidak bisa di kembalikan ke ke tahap sebelumnya yaitu pemilihan RDN, mungkin ini bisa di perbaiki oleh bibit",2,Negatif
"Sudah pernah daftar dan punya akun namun handphone hilang hingga semua kontak dan akun juga ilang ,,sekali mau daftar lagi gak bisa delete akun yg lama,terkesan di bibit ditanggapi namun tidak di proses",1,Negatif
"Semakin kesini semakin tidak bisa dengan mudah diakses aplikasi bibit, setiap buka aplikasi bibit pasti error cek koneksi, padahal jaringan super lancar, wifi dan provider buat streaming lancar, bintang 1 buat developer bibit",1,Negatif
"Pakai sejak sejak zaman pandemi UI nya bagus informatif dan produk2nya terus ditambah, inovasinya banyak, cocok untuk pemula semoga semakin bagus",5,Positif
"Saya sudah menabung rutin setiap bulan dan ditambah setiap minggu saya melakukan pembelian reksa dana pasar uang, jadi saya berharap aplikasi ini bisa menjadi wadah yang aman untuk menabung agar keuangan saya dimasa depan membaik.. apalagi utk pembelian nya gratis dengan memakai bank jago dan bisa auto debit..terima kasih semoga amanah terus",5,Positif
"Aplikasinya bagus, mohon untuk pihak developer kedepannya ada perubahan/penambahan S&K saat mau daftar di bibit, soalnya banyak Temen saya ingin berinvestasi di Bibit tapi terkendala tidak mempunyai Rekening Bank pribadi, Trimakasih 😀😁🙏",5,Positif
Mohon diperbaiki untuk dari sistem rdn wallet sama nilai investasi di portofolionya. Diriwayat transaksi deposit rdn wallet sama nilai portofolio yg tertulis berbeda. Ada selisih yg lumayan banyak. Pemakaian belum ada 1bln. Bukan masalah nilainya. Tpi rasa percaya dan kenyamanannya menjadi berkurang. Mohon kerjasamanya.,3,Positif
"Aplikasi ya bobrok , ngerestar sendiri ga bisa buka apk ,malah minta ganti sandi new dan email ya ga bisa d gunakan , untung ga banyak naro d sini , kemakan iklan saya , uninstall dahh",1,Negatif
"Saya sudah mencoba semua apk investasi yg legal,bibit unggul dalam produk reksadana dan yang paling saya suka adalah cs yang ramah dan fast respon.Banyak apk legal sejenis yg secara fitur mungkin lebih baik,namun sayang tidak di imbangi dgn cs yg memadai.",5,Positif
"Daftarnya bener² ribet bnget, ntah dari tahap pertama sampai tahap apa atau berapa saya ga tau, intinya jangka waktu saya untuk mendaftar agar bisa berinvestasi 5-6 hari, ini pun tinggal tahap terakhir dan besok belum tentu bisa selesai. Dalam beberapa verifikasi data diri pun ada beberapa masalah juga yang mempersulit dan mengulur waktu. Tolong lh.. Yang tadinya pengen invest tau daftarnya kyk gini tohh jadi males ya.",2,Negatif
"Selama nabung di bibit selalu untung. Mudah aplikasinya dan lengkap, semua aplikasin investasi ini paling rekomen. Semangat terus bibit semoga banyak juga yang nabung di bibit",5,Positif
Bibit ada bug saat geser grafik aplikasi ngeleg dan tidak bisa lihat detail dari grafik saat geser Border kemarin bisa dalam seminggu terakhir tetap lemot saat di sentuh grafik karena penasaran saya pake perangkat lain tetap sama ngeleg,1,Negatif
"Menurut pendapatku mengenai aplikasi bibit bagus untuk invesment pemula krna fitur nya mudah & sangat mudah di pahami, setelah saya memakai bibit alhamdulillah bisa mendapatkan keuntungan walaupun tdak terlalu besar, sangat bagus banget untuk pemula",5,Positif
"Bismillah, awal"" saya merasa nyaman menggunakan bibit tapi kenapa lama kelamaan saat membeli waktu nya sangat lama di proses, Maksimal 3 hari setelah pembelian produk kita akan di tambahkan ke portofolio dan siap.mendapatkan keuntungan tapi saya sudah menunggu hampir 5 harian saya blm produk dan blm juga produk baru saya mendapat kan keuntungan",4,Positif
"Aplikasi bagus dan user friendly, cuma ada bug yang mengganggu ketika saya ingin melihat grafik saham, awal - awal lancar tapi langsung freeze itu aplikasi gak bisa back ataupun scroll. Semoga segera di fixing ini bug, karena mengganggu banget dan menurunkan experience user dalam menggunakan aplikasi",3,Positif
"Sumpah lama banget, dari tgl 2 verifikasi bibit sampe tgl 6 sekarang, ga kelar-kelar. Kemaren gagal krn data ga terbaca, giliran udah diperbaiki lama bnget verifikasinya. Capek nunggunya, niat mau investasi secepatnya malah dibuat nunggu mulu. Tolong dong diatasi secepatnya.",2,Negatif
"Makin lemot euy, kasusnya udah 1 tahun lebih gak buka aplikasi bibit tapi rajin diupdate aplikasinya. Hari ini waktu buka bibit stuck di splash screen 😂",2,Negatif
"Mau daftar aj di persulit dari bulan April gagal melulu. Daftar pertama foto diri sama KTP ,status gagal. Perbaikan foto diri sama SIM A, kembali lagi gagal. Perbaikan kembali foto diri sama SIM A + KTP, kembali lagi gagal. Chat admin idak membantu jadi males.",1,Negatif
"Aku ngerasa ini apps kyknya palsu deh, kyk binomo bukan naik malah turun drastis banget kalo lewat dari 500rb ke atas saldo saya kalau 100rb gk pernah tuh ada yang namanya turun uangnya mau pakai bibit kyknya gk lagi² deh bukanya untung malah buntung",1,Negatif
"verifikasi akun lama. saat pengajuan untuk menghapus akun juga lama padahal sudah ikuti prosedur yang diminta. jawaban template dari cs yang setiap ditanya jawabnya ""kami cek terlebih dahulu ya,kak"" repeat 9999x tapi ga ada progres🗿🗿🗿",1,Negatif
"Kenapa tiba tiba aplikasinya terkeluar sendiri????? Terus muncul tulisan rubah pin??? Kemudian kenapa email yang saya daftarkan tidak masuk ke aplikasinya?????? Gak jelas aplikasinya tiba tiba keluar sendiri, begitu merubah pin gak bisa, terlalu ribet Padahal cukup kirim kode otp ke nomor hp selesai Sudah melakukan investasi tapi malah berulah?????",1,Negatif
Aplikasinya terlalu banyak kendala yang pertama dalam proses pembeliannya sudah berhasil dan yang kedua kendalanya ada di pendaftaran akun dan kendalanya ada di pemasarannya jadi nggak tahu apakah pemasarannya itu berjalan apa tidaknya,4,Positif
Ubah ke rekening bank pencairan harus verifikasi dulu seperti bikin akun bank. Ktp digital otomatis tidak bisa buat selfi foto. Bank pencairan yang lama sudah dorman. Ini artinya investasi di bibit tidak bisa di jual/ambil.,1,Negatif
"Belakangan ini akun sering ke logout sendiri ""sesi penggunaan akun telah selesai silahkan login kembali"". Dan otentikasi login ulang selalu berulang. Ada apa ini? Pdhal saya sendiri g ada coba"" Hal aneh dgn Hp yg saya pakai untuk keperluan bisniss saya sendiri. Tambahan verifikasi biometriknya jga entah bagaimana sering error pdhal fingerprint saya aman dan buat aplikasi serupa pakai biometrik jga aman sperti bank jago, stockbit dll.",3,Positif
"proses pencairan sangat_sangat lama sekali, udah hampir 3 Minggu belum juga cair, padahal waktu topup g sampai 1 menit udah masuk. klau butuh uang dadakan TDK bisa andalkan apk nya.",2,Negatif
"Kekurangannya BIBIT itu saat lebaran tidak ada pemrosesan penarikan atau pemasukan.. Ya saya ngerti karna lebaran.. Cuma seharusnya, aplikasi atau situs penyedia jasa keuangan seperti ini.. seharusnya bisa transaksi di hari"" seperti lebaran.. Karena kita tidak tau kapan uang kita di butuhkan.. Sekelas nyimpen di dana darurat aja yg bisa instan narik masih terbatas dan tetap kena pending... Seharusnya bisa seperti penyedia keuangan atau invest macam jago atau reksadana tokped yg benar instan..",3,Positif
sya coba nabung rutin 3 bulan yang pas bulan ke tiga kok penipuan? awalnya telat gak sesuai jadwal karena kehabisan saldo. tetapi besoknta sudah saya isi dan masukan ke nabung rutin. tapi misi belum kelar. aku cuman nabung ditanggal yang berbeda aja loh. dipersulit banget sistemnya,1,Negatif
Terima kasih Mas Bibit. Tapi sayang : Topup via e-wallet = bayar Topup via bank = bayar Topup via jago/RDN = free tapi saldo jago/RDN 0 jadi mesti transfer dulu dr rekening utama dan tentu kena biaya jd free itu cuma semu saja. Di tokopedia reksadana serba free jual/belinya.,3,Positif
"Respon dr support bagus. Fitur bagus. Tapi kadang nge lag. Daftar juga hampir sehari tdk respon, setelah di info ke tim suport langsung di approve daftarnya. Seharusnya tau jika ada yg mau daftar. Tidak usah sampai chat support. Maju terus Bibit. Jossssssss yah",2,Negatif
"Aplikasinya mudah dimengerti & mudah digunakan. Bagus untuk investor pemula.. Tp khusus reksadana banyak potongan nya, %return yg di janjikan akhirnya hanya mimpi. Keuntungan investasi makin tipis..",5,Positif
"Sebenarnya bibit sangat membantu dan menolong saya investasi utk hari tua, tapi plis tingkatin lagi dalam bagian pencairan, jangan terlalu lama(kejadian disaya 1 minggu), dan juga biaya transaksi, jujur dlu saya suka nabung sebulan bisa lebih 2-3x, tapi semenjak ada biaya tambahan mau ga mau cmn 1x sekarang 🙏🏻",4,Positif
"aplikasi saat penarikan butuh waktu 3 hari ,tidak cocok untuk yg sering butuh dana darurat.akhirnya pilih investasi yang lain. dan saat memasukkan dana cepat tapi saat penarikan lama.padahal zaman sudah canggih apa apa serba cepat.baru kali ini ada apl selama ini saat penarikan.sangat mengecewakan",1,Negatif
"jelek banget aplikasinya, sering gangguan.. kita pantengin fluktuasi saham kalo waktu ideal beli baru kita top up saldo rdn, eh malah gangguan dan harus nunggu satu hari.. keburu fluktuasi nya ga sesuai yang kita mau.. not recommend, saya mau pindah aplikasi lain aja setelah masalah ini selesai",1,Negatif
"aplikasi bagus dan gak ribet, investasi jadi mudah sangat rekomend - - sugali - - investasi masa kini sangat terencana mudah digunakan dan ramah untuk pemula, ga takut lagi kalau ga ada arah asal beli saat ingin berinvestasi, karena ad bibit bisa nabung rutin setiap bulan. terima kasih bibit",4,Positif
"Sekarang aplikasinya lag banget. Verifikasi biometrik & pin butuh waktu. Gak kaya dulu yg sat set sat set. Ditambah sekarang gak ada setting push notifikasi, sehari bisa 3-5 kali muncul dan sangat mengganggu ketika sedang fokus. Saat sedang update data diri, tombol submit gak berfungsi. -_- . Semoga keadaanmu bisa membaik aplikasi bibit.",1,Negatif
"penarikan lama lebih dari 7 hari pdhl dsana nya udh ditulis masuk ke rdn,tp duitnya kaga masuk,pdhl ini juga bukan dri obligasi,mending di aplikasi lain yg ga smpe ditunggu lama kaya gni ditambah chat support nya slow respon bgt",1,Negatif
"Proses kyc terlalu lama udh 2 Minggu kyc belum aj di proses, bilang nya 2 hari lagi ini malah udh hampir 3 Minggu belum aj di proses. Udah chat cs gitu² aj gak ada perubahan. Tolong data saya jangan disalah gunakan buat hal yang aneh aneh.",1,Negatif
"Ga lagi2 investasi ke aplikasi macam ginian. Bukannya untung malah buntung, baru simpen beberapa hari udah rugi ratusan ribu, jadinya malah mirip judi versi premium, karena nilai nya ga tetap bisa naik turun. Mending balik lagi invest ke emas yg terbukti stabil sekian lama",1,Negatif
"Hampir setahun pakai aplikasi ini dan pada akhirnya dipaksa buat kecewa.Biaya admin sekarang berlaku dua kali, ketika beli dan jual, belum lagi dipersulit dengan pakai jago juga,biar dapat gratis biaya. Bibit yg dulu merepresentasikan investasi profitable untuk kaum awam, nyatanya sekarang justru nabung untuk kemudian nilainya defisit, karena banyaknya biaya admin/komisi.Pencairan yang lama dan tidak menentu,ditambah tidak jelasnya riwayat penjualan,makin melengkapi kekurangan aplikasi ini.",1,Negatif
"Bibit aplikasi ringan,simpel .udah hampir 1/2 tahun pakai bibit nyaman juga belum ada kendala ..!! Yang pasti ada mode syariah nya,itu yang buat nyaman, setidak nya yaa kan..??!!!",5,Positif
"Sbnrnya sya suka dngan konsep nabung saham & obligasi 10 rb-nya. Membantu bnget untuk yg pnya bnyak kbtuhan tpi pengen bisa nabung. Tpi agak sulit menjelaskan kekecewaan saat akhirnya kena biaya pmbyaran. Untk buka akun bank jago/RDN Wallet, maaf. Sya agak skeptis tntng keamanan data pribadi & kebijakannya. Kalau bisa, saya usul. Gunakan metode limit sperti aplikasi keuangan Flip. Misal dlam sebulan bebas biaya transfer sbnyak 1-2 kali atau limit berdasar besaran akumulasi 1 bulan.",4,Positif
"semoga fitur bibit bareng bisa ditambah lagi jumlah maksimal anggotanya, karena akan sangat berguna dan membantu untuk kelompok belajar investasi bagi mahasiswa khusunya yang dimana kita semua bisa secara langsung berkontribusi dalam postfolio kelompok didalamnya, mungkin 30 atau lebih. terima kasih!",5,Positif
Ini kenapa di aplikasi nya performa portofolionya sedang dalam pembaharuan terus sudah hampir 1 bulan ya Dan di portofolio nya jadi tidak ada form tombol jualnya,3,Positif
"Awal gunain apk ini setiap transaksi jual maupun beli saham reksadana sih ok cepet. Tapi krna udh sering jual beli saham/ reksadana eh sekarang malah lama masuk saldo RDN. No rekomended deh pokonya untuk apk investasi ini, udah pasti lama. Sampai saat ini penjualan saham saya masih dalam proses, padahal di order pun sudah tidak ada. Sementara, di history penjualan ada, pokoknya ini apk not rekomended lah karena terlalu banyak prosesnya, dan lama masuk saldo RDN.",1,Negatif
"Aplikasi gak jelas saya baru pertama daftar tapi muncul notif NIK sudah dipakai orang lain!kok bisa aplikasi seperti ini tidak ada verifikasi data terlebih dahulu saya hubungi admin untuk konfirmasi bahwa nik tsb punya saya, malah disuruh ke capil jelas jelas didukcapil terdaftar itu nik saya mau dicek berapa kalipun itu data punya saya!! kocak bgt tidak membantu👎🏻",1,Negatif
"Saya kasih bintang 1,sudah satu tahun saya menunggu proses pencairan yang sama sekali belum masuk ke rekening sayaa, saya sdah menilai aplikasi ini lebih dari 10,diarahkan untuk kontak whatsapp tapi nomor tidak terdaftar di whatsapp saya minta pertanggungjawaban ya dan dana saya 5 jt mohon untuk dikembalikann!!!!!!",1,Negatif
"Semenjak di kenakan biaya TF antar bank sampai detik ini blm pernah lagi melakukan pembelian 😅,saya paling kalo melakukan pembelian 100rb kadang 200rb per Minggu nya (nyicil dikit2 jadi bukit) jadi klo di kenakan biaya TF ketemu nya rugi 😅, Mungkin buat yg sekali beli di atas 500rb di kenakan biaya TF enggak berasa. Semoga besok saya di beri rejeki yg melimpah biar bisa melakukan pembelian dengan jumlah yg besar 🤲,",3,Positif
"Bibit bagi sy adalah simpanan penyelamat, sy beli bibit hanya dalam jumlah kecil dan jarang tetapi yang nilainya sedikit itu ternyata menjadi sangat besar dan berharga di saat sy terjepit, bibit jadi solusi yang bisa diandalkan👍",5,Positif
Saya penguna Baru aplikasi bibit ini udh bagus tapi kalau bisa untuk topup mengunakan e wallet dikurangi biaya topupnya soalnya kami yg nabung sebulan 500rb cukup kerasa banyak kurangnya semoga bisa dimurahkan lagi mungkin dari 2.500 ke 1.000 atau bisa lebih murah Atau gratis. maaf jika pendapat ini kurang berguna tapi mohon diterima masukannya,4,Positif
"Sumpah ini aplikasi bagus banget simple, gue keilangan HP, dan gue cerita ke admin bibit, diarahin buat benerin data secara manual and jujurly simple cepet bnget sekarang udah bisa login lagi😭🤝 ga kaya sebelah ribet",5,Positif
"Kecewa banget skrng mau top up aja ada biaya pembayarannya... Kalau diitung itung rugi banget kalau nabung dengan pola yang sering sebulan sampai 5x keatas terlebih saya konsennya di RDPU yg keuntungannya kecil, malah biaya pembayarannya lebih besar ketimbang keuntungannya",2,Negatif
"2 tahun lebih pake bibit OK OK aja... Tp setelah update ini kok gak bisa cek performa portofolio ya?🤔 (Hari ini untung / rugi berapa sesuai nonimal investasi) Soalnya bibit versi lama bisa liat performa portofolionya, mohon diperbaiki 🙏",5,Positif
Bintang satu karena bibit sekarang agak ribet cara penggunaannya. Dulu daftar selesai tinggal investasi. Sekarang harus update bibit plus. Sungguh mengecewakan sih gak kayak apk investasi lainnya. Mana pakai bank jago lagi agar bisa top up. Kerjasama sih kerjasama tapi kesannya memaksa pelanggan untuk menjadi bagian dari kerjasama. Dahlah gak lagi invest di apk ini.,1,Negatif
Begini saya senang top up reksadana walaupun tidak banyak. Cuman kok sekarang bayar ya kalau mau top upnya. Padahal uang yg di top up gak banyak. Pen nabung pelan2. Tapi malah gini. Dan lagi ketika kita sudah jual reksadananya kok malah tidak sama seperti sebelum jual.. Walaupun setelah potong biaya? Mohon diperbaiki apalagi setelah di upgrade makin gak2 aja.,4,Positif
"Sekarang dikenakan biaya tambahan jika ingin menabung. Update malah bikin kecewa, dulu-dulu ngga begini bibit tolong di perbaiki lg. Nabung dj pasar uang dikenakan biayanya lemayan retrun sama biaya tambahan gedean biaya tambahan :( min tolong lah ya dj perbaiki",1,Negatif
"Saya berikan bintang 1 karena kecewa berat, saya ingin upgrade ke bibit plus, tapi selalu gagal karena e-ktp tidak sesuai, padahal semua data yang saya masukkan sudah sesuai e-ktp saya, sialan!!.",1,Negatif
"Saya turunin bintangnya dulu, saya mau upgrade ke bibit plus tapi di tolak infonya harus masukan data no hp sesuai dengan yang terdaftar di app, padahal sudah saya masukan sesuai dan tidak ada no lain lagi. Mohon segera penjelasanya",3,Positif
"Bingung sama ini aplikasi mau invest disini ribet kali, disuruh upgrade bibit plus habis itu nanti kita diarahkan keluar aplikasi seperti aplikasi bankjago dan stockbit mencurigakan mau invest jadi takut soalnya di arahkannya ke aplikasi lain di luar apk bibit nya pada saat mau invest. Hati2 ya teman2 semua",1,Negatif
"Aduh.. lama banget pencairan nya pdhl lagi butuh bgt, maksimum nya 3 hari tapi ini udah 5 hari ga ada perubahan. Kalo maksimal nya smpe 7 hari sih, terlalu lama. Jadi buat apa ada pilihan ""Uang darurat"" saat ingin pengambilan dana, jika proses nya aja disamakan dengan pilihan yang lain? lelet. Ngerti ga sih arti darurat? Maksimal 3 hari aja. Udahlah lama, biaya admin nya gede pula! Kalo dipotong gede maksimal cepet lah cair nya.",2,Negatif
"Udah pengguna akun dari lama banget, kecewa karna upgrade ke bibit plus, udah gitu sekarang ada biaya tf hmm, semenjak di ubah ke bibit plus tampilannya juga ga enak mana gabisa di ubah ke bibit biasa lagi",1,Negatif
"Mau pencarian lama, terus setelah berhasil, kok gak langsung masuk ke rekening, gimana nih, dicek di bibit order jual sudah berhasil tapi masuk ke rekeningnya lama, sekitar 4 harian kalau gak salah. Kalau sedang butuh dana jadi gak efektif nih pakai bibit. Kecuali kalau yg hanya mau investasi saja ya no problem.",2,Negatif
"Mon maap bibit sekarang ribet ada biaya pembayaran tiap mau rutin nabung, jadi secara ngga langsung DIPAKSA buka jago atau rdn wallet, FYI rdn wallet itu harus bca/jago juga dan ribet pendaftaranya. Sepertinya saya akan tarik dana nya dari bibit blakclist investasi terutama reksadana.",1,Negatif
Sudah pakai bibit 2 tahunan dulu takut takut mau coba tapi sekarang udah mulai nyaman eh taunya bulan ini ada biaya untuk bayar banknya padahal aku sebulan bisa 2 sampai 3 kali transaksi masukin uang. Akhirnya mau ga mau jadi nyoba upgrade bibit plus. Semoga kedepannya tetap dan lebih aman serta memudahkan pengguna ya. Masih agak agak takut pakai bank digital soalnya,4,Positif
"Sangat kurang,di history ada kata telah berhasil order jualnya,tapi tidak ada masuk uang nya ke akun bank,ada 3 saham yang saya jual 2 nya juga berhasil Alhamdulillah masuk ke akun bank,yang satu nya lagi sama sekali belum masuk sampai skrng udah 7 hari kerja loh",1,Negatif
"Kecewa banget sekarang tiap mau nabung ada biaya pembayaran nya, padahal udah mau 2 tahun pake bibit. Auto uninstall sih soal nya rugi kalo tiap nabung ada biaya nya sedangkan dalam sebulan saya bisa sampe 4x nabung.",2,Negatif
"Sudah pakai bibit hampir 2th. Baru kali ini saya top up ke rdn wallet blm masuk, pdhl baru top up 3hr yg lalu lgsg masuk. Sudah hubungi ke WA yang ada. Smg kejadian ini tdk terulang kembali. Mohon ditingkatkan dan diperbaiki kembali aplikasinya.",4,Positif
"Sejak pembelian saham dikenakan biaya sy jd berpikir ulang utk menggunakan bibit Krn awalnya berpikir dgn 10rb sy bisa menabung (investasi). Krn selama ini sy beli dgn menyisihkan keuntungan penjualan kecil2an dr market place. Kalau sy membeli 10rb lalu biaya (minimal) 2,5 - 4,6 rb berarti sy hrs menambah 25 - 46 % dr nilai pembelian. Sama jg ketika mentransfer ke Jago terlebih dahulu, ada biaya admin di sana.",2,Negatif
"Skrang bibit dikenakan biaya stiap pembelian, mana setiap awal bulan tabungan sya disini macam2 goal.. jd nabung skitarnya 5 tabungan berbeda.. mau upgrade k plus juga ragu.. jd pgen berhenti pkai bibit jika slalu dikenai biaya tmbahan mana cairnya juga lama",2,Negatif
Sebelumnya sangat nyaman dengan aplikasi ini. Tapi sekarang kok kalo mau bayar via bank selain bank jago ada biaya adminnya :( tujuan saya menabung dijago agar uang yang disimpan dibank gak kepotong biaya admin sia-sia. Eh dibibit jg ada biayanya skrg. Kembalikan seperti dulu dong bibit,1,Negatif
"Suka sama tampilan dan kepraktisannya, mohon dikasi widget realtime terlait naik turunnya dana kelolaan kita secara realtime.. supaya tdk bolak balik masuk aplikasi hanya untuk liat grafik perkembangan dana.",4,Positif
"registrasi nya dipersusah nnya ke cs apa kendala yg tertulis ""lainnya"" dijawab internal, dan nanya solusinya malah dijawab cs, regis uda gabisa dilanjutin lg dan ga bakal ke acc(yg dmn data dan rekening sudah jelas) padahal rencananya mau invest kesini krn kata org mudah dan praktis tp boro2 praktis regis aja ribet dan ga jelas 😁.",1,Negatif
"dalam segi tampilan ini salah satu yang user friendly, untuk pelayanan juga sangat hebat, FYI untuk yang ngasih bintang 1 Reksadana juga sama seperti saham pencairannya biasanya T+2. ada sedikit saran untuk tampilan. keranjang pembelian susah untuk di akses, alangkah lebih baik jika disediakan di tempat yang mudah dilihat. pembayaran materai juga jika bisa ditaruh di menu yang memiliki tanda notifikasi",5,Positif
"Aplikasi invest terbaik menurutku mudah digunakan tampilan nya pun enak di lihat mudah untuk pemula yang gak ngerti investasi, tapi lebih baik mohon di pertimbangkan kembali untuk penerapan tampilan dark mode seperti StockBit. Akan lebih baik ada opsi tampilan seperti itu di Bibit jangan hanya di StockBit.. Semoga update selanjutnya lebih baik lagi dari semua aspek",5,Positif
"Isi Reff ""SIRAJIN"" dapatkan Gebyar bonus cashback utamanya. Ini sangat rekomendasikan untuk kalian yang ingin memulai investasi dengan lebih mudah dan nyaman. Fitur-fiturnya mudah untuk dipahami dan aplikasinya sangat ringan dan tidak bikin hp menjadi lemot. Hanya Bibit yang sangat rekomendasi untuk para pemula. Langsung download dan buktikanlan. Bibit selalu bikin hidup menjadi lebih cuan.",5,Positif
"Sangat recomended menurut saya, terutama untuk orang-orang yang ingin menabung, meskipun masih awam namun admin bibit setia setiap saat untuk membantu jalannya keuangan kalian, terlebih lagi adminnya sangat fastrespon, jadi ga perlu ragu lagi untuk menabung di aplikasi Bibit",5,Positif
Ruet banget saya sudah verifikasi berkali kali gk berhasill padahal data diri lengkap dan murni visi nya doang apk untuk pemula tapi ruet dan cs service nya tidak memberi solusi apa punn gk jadi dah main bibit!!!!!!! Sama kaya apk bank jago cuman nyolong data doang!!!!,1,Negatif
"Gila aplikasi aneh, masak dana masuk ke saldo RDN di aplikasi aja 7Hk, sementara diaplikasi lain hanya T2 Dana masuk saldo RDN 7HK, kalau lakui intruksi penarikan dana bisa lagi nambah waltu ya? Pdhal aplikasi lain juga saldo masuk ke bank kustodian, tapi gak selama ini jg.",1,Negatif
Sekedar saran untuk update bibit kedepannya.. tolong untuk fitur nabung rutin jangan diperuntukkan untuk Reksadana saja. Tetapi bisa untuk saham dan obligasi FR.. agar kami bisa pakai fitur nabung rutin tersebut diberbagai instrumen investasi.. terima kasih,5,Positif
"Untk pengguna baru bisa dapet cashback nih, pakai kode refferal : ""bitjago"" Pendaftaran mudah dari awal - akhir. Hanya ikuti step stepnya aja. Verifikasinya juga termasuk cepet. sign up ke jago nya juga mudah dan cepat prosesnya................",5,Positif
Saya tidak punya no rekening Tolong dong dibuatkan ketika menarik bisa lewat aplikasi dana ...biar enak kita nya ...yang tidak punya rekening Aplikasi memang bagus Tapi masih kurang puas karena WD nya harus pake rekening bank !!!,2,Negatif
