content,score,Label,text_clean
"Selama nabung di bibit selalu untung. Mudah aplikasinya dan lengkap, semua aplikasin investasi ini paling rekomen. Semangat terus bibit semoga banyak juga yang nabung di bibit",5,Positif,selama nabung di bibit selalu untung mudah aplikasinya dan lengkap semua aplikasin investasi ini paling rekomen semangat terus bibit semoga banyak juga yang nabung di bibit
Bibit ada bug saat geser grafik aplikasi ngeleg dan tidak bisa lihat detail dari grafik saat geser Border kemarin bisa dalam seminggu terakhir tetap lemot saat di sentuh grafik karena penasaran saya pake perangkat lain tetap sama ngeleg,1,Negatif,bibit ada bug saat geser grafik aplikasi ngeleg dan tidak bisa lihat detail dari grafik saat geser border kemarin bisa dalam seminggu terakhir tetap lemot saat di sentuh grafik karena penasaran saya pake perangkat lain tetap sama ngeleg
"Menurut pendapatku mengenai aplikasi bibit bagus untuk invesment pemula krna fitur nya mudah & sangat mudah di pahami, setelah saya memakai bibit alhamdulillah bisa mendapatkan keuntungan walaupun tdak terlalu besar, sangat bagus banget untuk pemula",5,Positif,menurut pendapatku mengenai aplikasi bibit bagus untuk invesment pemula krna fitur nya mudah  sangat mudah di pahami setelah saya memakai bibit alhamdulillah bisa mendapatkan keuntungan walaupun tdak terlalu besar sangat bagus banget untuk pemula
"Bismillah, awal"" saya merasa nyaman menggunakan bibit tapi kenapa lama kelamaan saat membeli waktu nya sangat lama di proses, Maksimal 3 hari setelah pembelian produk kita akan di tambahkan ke portofolio dan siap.mendapatkan keuntungan tapi saya sudah menunggu hampir 5 harian saya blm produk dan blm juga produk baru saya mendapat kan keuntungan",4,Positif,bismillah awal saya merasa nyaman menggunakan bibit tapi kenapa lama kelamaan saat membeli waktu nya sangat lama di proses maksimal  hari setelah pembelian produk kita akan di tambahkan ke portofolio dan siapmendapatkan keuntungan tapi saya sudah menunggu hampir  harian saya blm produk dan blm juga produk baru saya mendapat kan keuntungan
"Sumpah lama banget, dari tgl 2 verifikasi bibit sampe tgl 6 sekarang, ga kelar-kelar. Kemaren gagal krn data ga terbaca, giliran udah diperbaiki lama bnget verifikasinya. Capek nunggunya, niat mau investasi secepatnya malah dibuat nunggu mulu. Tolong dong diatasi secepatnya.",2,Negatif,sumpah lama banget dari tgl  verifikasi bibit sampe tgl  sekarang ga kelarkelar kemaren gagal krn data ga terbaca giliran udah diperbaiki lama bnget verifikasinya capek nunggunya niat mau investasi secepatnya malah dibuat nunggu mulu tolong dong diatasi secepatnya
"Makin lemot euy, kasusnya udah 1 tahun lebih gak buka aplikasi bibit tapi rajin diupdate aplikasinya. Hari ini waktu buka bibit stuck di splash screen 😂",2,Negatif,makin lemot euy kasusnya udah  tahun lebih gak buka aplikasi bibit tapi rajin diupdate aplikasinya hari ini waktu buka bibit stuck di splash screen 
"Mau daftar aj di persulit dari bulan April gagal melulu. Daftar pertama foto diri sama KTP ,status gagal. Perbaikan foto diri sama SIM A, kembali lagi gagal. Perbaikan kembali foto diri sama SIM A + KTP, kembali lagi gagal. Chat admin idak membantu jadi males.",1,Negatif,mau daftar aj di persulit dari bulan april gagal melulu daftar pertama foto diri sama ktp status gagal perbaikan foto diri sama sim a kembali lagi gagal perbaikan kembali foto diri sama sim a  ktp kembali lagi gagal chat admin idak membantu jadi males
"Aku ngerasa ini apps kyknya palsu deh, kyk binomo bukan naik malah turun drastis banget kalo lewat dari 500rb ke atas saldo saya kalau 100rb gk pernah tuh ada yang namanya turun uangnya mau pakai bibit kyknya gk lagi² deh bukanya untung malah buntung",1,Negatif,aku ngerasa ini apps kyknya palsu deh kyk binomo bukan naik malah turun drastis banget kalo lewat dari rb ke atas saldo saya kalau rb gk pernah tuh ada yang namanya turun uangnya mau pakai bibit kyknya gk lagi deh bukanya untung malah buntung
"verifikasi akun lama. saat pengajuan untuk menghapus akun juga lama padahal sudah ikuti prosedur yang diminta. jawaban template dari cs yang setiap ditanya jawabnya ""kami cek terlebih dahulu ya,kak"" repeat 9999x tapi ga ada progres🗿🗿🗿",1,Negatif,verifikasi akun lama saat pengajuan untuk menghapus akun juga lama padahal sudah ikuti prosedur yang diminta jawaban template dari cs yang setiap ditanya jawabnya kami cek terlebih dahulu yakak repeat x tapi ga ada progres
"Kenapa tiba tiba aplikasinya terkeluar sendiri????? Terus muncul tulisan rubah pin??? Kemudian kenapa email yang saya daftarkan tidak masuk ke aplikasinya?????? Gak jelas aplikasinya tiba tiba keluar sendiri, begitu merubah pin gak bisa, terlalu ribet Padahal cukup kirim kode otp ke nomor hp selesai Sudah melakukan investasi tapi malah berulah?????",1,Negatif,kenapa tiba tiba aplikasinya terkeluar sendiri terus muncul tulisan rubah pin kemudian kenapa email yang saya daftarkan tidak masuk ke aplikasinya gak jelas aplikasinya tiba tiba keluar sendiri begitu merubah pin gak bisa terlalu ribet padahal cukup kirim kode otp ke nomor hp selesai sudah melakukan investasi tapi malah berulah
Aplikasinya terlalu banyak kendala yang pertama dalam proses pembeliannya sudah berhasil dan yang kedua kendalanya ada di pendaftaran akun dan kendalanya ada di pemasarannya jadi nggak tahu apakah pemasarannya itu berjalan apa tidaknya,4,Positif,aplikasinya terlalu banyak kendala yang pertama dalam proses pembeliannya sudah berhasil dan yang kedua kendalanya ada di pendaftaran akun dan kendalanya ada di pemasarannya jadi nggak tahu apakah pemasarannya itu berjalan apa tidaknya
Ubah ke rekening bank pencairan harus verifikasi dulu seperti bikin akun bank. Ktp digital otomatis tidak bisa buat selfi foto. Bank pencairan yang lama sudah dorman. Ini artinya investasi di bibit tidak bisa di jual/ambil.,1,Negatif,ubah ke rekening bank pencairan harus verifikasi dulu seperti bikin akun bank ktp digital otomatis tidak bisa buat selfi foto bank pencairan yang lama sudah dorman ini artinya investasi di bibit tidak bisa di jualambil
"proses pencairan sangat_sangat lama sekali, udah hampir 3 Minggu belum juga cair, padahal waktu topup g sampai 1 menit udah masuk. klau butuh uang dadakan TDK bisa andalkan apk nya.",2,Negatif,proses pencairan sangatsangat lama sekali udah hampir  minggu belum juga cair padahal waktu topup g sampai  menit udah masuk klau butuh uang dadakan tdk bisa andalkan apk nya
sya coba nabung rutin 3 bulan yang pas bulan ke tiga kok penipuan? awalnya telat gak sesuai jadwal karena kehabisan saldo. tetapi besoknta sudah saya isi dan masukan ke nabung rutin. tapi misi belum kelar. aku cuman nabung ditanggal yang berbeda aja loh. dipersulit banget sistemnya,1,Negatif,sya coba nabung rutin  bulan yang pas bulan ke tiga kok penipuan awalnya telat gak sesuai jadwal karena kehabisan saldo tetapi besoknta sudah saya isi dan masukan ke nabung rutin tapi misi belum kelar aku cuman nabung ditanggal yang berbeda aja loh dipersulit banget sistemnya
"Respon dr support bagus. Fitur bagus. Tapi kadang nge lag. Daftar juga hampir sehari tdk respon, setelah di info ke tim suport langsung di approve daftarnya. Seharusnya tau jika ada yg mau daftar. Tidak usah sampai chat support. Maju terus Bibit. Jossssssss yah",2,Negatif,respon dr support bagus fitur bagus tapi kadang nge lag daftar juga hampir sehari tdk respon setelah di info ke tim suport langsung di approve daftarnya seharusnya tau jika ada yg mau daftar tidak usah sampai chat support maju terus bibit jossssssss yah
"Aplikasinya mudah dimengerti & mudah digunakan. Bagus untuk investor pemula.. Tp khusus reksadana banyak potongan nya, %return yg di janjikan akhirnya hanya mimpi. Keuntungan investasi makin tipis..",5,Positif,aplikasinya mudah dimengerti  mudah digunakan bagus untuk investor pemula tp khusus reksadana banyak potongan nya return yg di janjikan akhirnya hanya mimpi keuntungan investasi makin tipis
"Sebenarnya bibit sangat membantu dan menolong saya investasi utk hari tua, tapi plis tingkatin lagi dalam bagian pencairan, jangan terlalu lama(kejadian disaya 1 minggu), dan juga biaya transaksi, jujur dlu saya suka nabung sebulan bisa lebih 2-3x, tapi semenjak ada biaya tambahan mau ga mau cmn 1x sekarang 🙏🏻",4,Positif,sebenarnya bibit sangat membantu dan menolong saya investasi utk hari tua tapi plis tingkatin lagi dalam bagian pencairan jangan terlalu lamakejadian disaya  minggu dan juga biaya transaksi jujur dlu saya suka nabung sebulan bisa lebih x tapi semenjak ada biaya tambahan mau ga mau cmn x sekarang 
"aplikasi saat penarikan butuh waktu 3 hari ,tidak cocok untuk yg sering butuh dana darurat.akhirnya pilih investasi yang lain. dan saat memasukkan dana cepat tapi saat penarikan lama.padahal zaman sudah canggih apa apa serba cepat.baru kali ini ada apl selama ini saat penarikan.sangat mengecewakan",1,Negatif,aplikasi saat penarikan butuh waktu  hari tidak cocok untuk yg sering butuh dana daruratakhirnya pilih investasi yang lain dan saat memasukkan dana cepat tapi saat penarikan lamapadahal zaman sudah canggih apa apa serba cepatbaru kali ini ada apl selama ini saat penarikansangat mengecewakan
"jelek banget aplikasinya, sering gangguan.. kita pantengin fluktuasi saham kalo waktu ideal beli baru kita top up saldo rdn, eh malah gangguan dan harus nunggu satu hari.. keburu fluktuasi nya ga sesuai yang kita mau.. not recommend, saya mau pindah aplikasi lain aja setelah masalah ini selesai",1,Negatif,jelek banget aplikasinya sering gangguan kita pantengin fluktuasi saham kalo waktu ideal beli baru kita top up saldo rdn eh malah gangguan dan harus nunggu satu hari keburu fluktuasi nya ga sesuai yang kita mau not recommend saya mau pindah aplikasi lain aja setelah masalah ini selesai
"aplikasi bagus dan gak ribet, investasi jadi mudah sangat rekomend - - sugali - - investasi masa kini sangat terencana mudah digunakan dan ramah untuk pemula, ga takut lagi kalau ga ada arah asal beli saat ingin berinvestasi, karena ad bibit bisa nabung rutin setiap bulan. terima kasih bibit",4,Positif,aplikasi bagus dan gak ribet investasi jadi mudah sangat rekomend   sugali   investasi masa kini sangat terencana mudah digunakan dan ramah untuk pemula ga takut lagi kalau ga ada arah asal beli saat ingin berinvestasi karena ad bibit bisa nabung rutin setiap bulan terima kasih bibit
"Sekarang aplikasinya lag banget. Verifikasi biometrik & pin butuh waktu. Gak kaya dulu yg sat set sat set. Ditambah sekarang gak ada setting push notifikasi, sehari bisa 3-5 kali muncul dan sangat mengganggu ketika sedang fokus. Saat sedang update data diri, tombol submit gak berfungsi. -_- . Semoga keadaanmu bisa membaik aplikasi bibit.",1,Negatif,sekarang aplikasinya lag banget verifikasi biometrik  pin butuh waktu gak kaya dulu yg sat set sat set ditambah sekarang gak ada setting push notifikasi sehari bisa  kali muncul dan sangat mengganggu ketika sedang fokus saat sedang update data diri tombol submit gak berfungsi   semoga keadaanmu bisa membaik aplikasi bibit
"penarikan lama lebih dari 7 hari pdhl dsana nya udh ditulis masuk ke rdn,tp duitnya kaga masuk,pdhl ini juga bukan dri obligasi,mending di aplikasi lain yg ga smpe ditunggu lama kaya gni ditambah chat support nya slow respon bgt",1,Negatif,penarikan lama lebih dari  hari pdhl dsana nya udh ditulis masuk ke rdntp duitnya kaga masukpdhl ini juga bukan dri obligasimending di aplikasi lain yg ga smpe ditunggu lama kaya gni ditambah chat support nya slow respon bgt
"Proses kyc terlalu lama udh 2 Minggu kyc belum aj di proses, bilang nya 2 hari lagi ini malah udh hampir 3 Minggu belum aj di proses. Udah chat cs gitu² aj gak ada perubahan. Tolong data saya jangan disalah gunakan buat hal yang aneh aneh.",1,Negatif,proses kyc terlalu lama udh  minggu kyc belum aj di proses bilang nya  hari lagi ini malah udh hampir  minggu belum aj di proses udah chat cs gitu aj gak ada perubahan tolong data saya jangan disalah gunakan buat hal yang aneh aneh
"Ga lagi2 investasi ke aplikasi macam ginian. Bukannya untung malah buntung, baru simpen beberapa hari udah rugi ratusan ribu, jadinya malah mirip judi versi premium, karena nilai nya ga tetap bisa naik turun. Mending balik lagi invest ke emas yg terbukti stabil sekian lama",1,Negatif,ga lagi investasi ke aplikasi macam ginian bukannya untung malah buntung baru simpen beberapa hari udah rugi ratusan ribu jadinya malah mirip judi versi premium karena nilai nya ga tetap bisa naik turun mending balik lagi invest ke emas yg terbukti stabil sekian lama
"Hampir setahun pakai aplikasi ini dan pada akhirnya dipaksa buat kecewa.Biaya admin sekarang berlaku dua kali, ketika beli dan jual, belum lagi dipersulit dengan pakai jago juga,biar dapat gratis biaya. Bibit yg dulu merepresentasikan investasi profitable untuk kaum awam, nyatanya sekarang justru nabung untuk kemudian nilainya defisit, karena banyaknya biaya admin/komisi.Pencairan yang lama dan tidak menentu,ditambah tidak jelasnya riwayat penjualan,makin melengkapi kekurangan aplikasi ini.",1,Negatif,hampir setahun pakai aplikasi ini dan pada akhirnya dipaksa buat kecewabiaya admin sekarang berlaku dua kali ketika beli dan jual belum lagi dipersulit dengan pakai jago jugabiar dapat gratis biaya bibit yg dulu merepresentasikan investasi profitable untuk kaum awam nyatanya sekarang justru nabung untuk kemudian nilainya defisit karena banyaknya biaya adminkomisipencairan yang lama dan tidak menentuditambah tidak jelasnya riwayat penjualanmakin melengkapi kekurangan aplikasi ini
"Bibit aplikasi ringan,simpel .udah hampir 1/2 tahun pakai bibit nyaman juga belum ada kendala ..!! Yang pasti ada mode syariah nya,itu yang buat nyaman, setidak nya yaa kan..??!!!",5,Positif,bibit aplikasi ringansimpel udah hampir  tahun pakai bibit nyaman juga belum ada kendala  yang pasti ada mode syariah nyaitu yang buat nyaman setidak nya yaa kan
"Sbnrnya sya suka dngan konsep nabung saham & obligasi 10 rb-nya. Membantu bnget untuk yg pnya bnyak kbtuhan tpi pengen bisa nabung. Tpi agak sulit menjelaskan kekecewaan saat akhirnya kena biaya pmbyaran. Untk buka akun bank jago/RDN Wallet, maaf. Sya agak skeptis tntng keamanan data pribadi & kebijakannya. Kalau bisa, saya usul. Gunakan metode limit sperti aplikasi keuangan Flip. Misal dlam sebulan bebas biaya transfer sbnyak 1-2 kali atau limit berdasar besaran akumulasi 1 bulan.",4,Positif,sbnrnya sya suka dngan konsep nabung saham  obligasi  rbnya membantu bnget untuk yg pnya bnyak kbtuhan tpi pengen bisa nabung tpi agak sulit menjelaskan kekecewaan saat akhirnya kena biaya pmbyaran untk buka akun bank jagordn wallet maaf sya agak skeptis tntng keamanan data pribadi  kebijakannya kalau bisa saya usul gunakan metode limit sperti aplikasi keuangan flip misal dlam sebulan bebas biaya transfer sbnyak  kali atau limit berdasar besaran akumulasi  bulan
"semoga fitur bibit bareng bisa ditambah lagi jumlah maksimal anggotanya, karena akan sangat berguna dan membantu untuk kelompok belajar investasi bagi mahasiswa khusunya yang dimana kita semua bisa secara langsung berkontribusi dalam postfolio kelompok didalamnya, mungkin 30 atau lebih. terima kasih!",5,Positif,semoga fitur bibit bareng bisa ditambah lagi jumlah maksimal anggotanya karena akan sangat berguna dan membantu untuk kelompok belajar investasi bagi mahasiswa khusunya yang dimana kita semua bisa secara langsung berkontribusi dalam postfolio kelompok didalamnya mungkin  atau lebih terima kasih
"Awal gunain apk ini setiap transaksi jual maupun beli saham reksadana sih ok cepet. Tapi krna udh sering jual beli saham/ reksadana eh sekarang malah lama masuk saldo RDN. No rekomended deh pokonya untuk apk investasi ini, udah pasti lama. Sampai saat ini penjualan saham saya masih dalam proses, padahal di order pun sudah tidak ada. Sementara, di history penjualan ada, pokoknya ini apk not rekomended lah karena terlalu banyak prosesnya, dan lama masuk saldo RDN.",1,Negatif,awal gunain apk ini setiap transaksi jual maupun beli saham reksadana sih ok cepet tapi krna udh sering jual beli saham reksadana eh sekarang malah lama masuk saldo rdn no rekomended deh pokonya untuk apk investasi ini udah pasti lama sampai saat ini penjualan saham saya masih dalam proses padahal di order pun sudah tidak ada sementara di history penjualan ada pokoknya ini apk not rekomended lah karena terlalu banyak prosesnya dan lama masuk saldo rdn
"Aplikasi gak jelas saya baru pertama daftar tapi muncul notif NIK sudah dipakai orang lain!kok bisa aplikasi seperti ini tidak ada verifikasi data terlebih dahulu saya hubungi admin untuk konfirmasi bahwa nik tsb punya saya, malah disuruh ke capil jelas jelas didukcapil terdaftar itu nik saya mau dicek berapa kalipun itu data punya saya!! kocak bgt tidak membantu👎🏻",1,Negatif,aplikasi gak jelas saya baru pertama daftar tapi muncul notif nik sudah dipakai orang lainkok bisa aplikasi seperti ini tidak ada verifikasi data terlebih dahulu saya hubungi admin untuk konfirmasi bahwa nik tsb punya saya malah disuruh ke capil jelas jelas didukcapil terdaftar itu nik saya mau dicek berapa kalipun itu data punya saya kocak bgt tidak membantu
"Saya kasih bintang 1,sudah satu tahun saya menunggu proses pencairan yang sama sekali belum masuk ke rekening sayaa, saya sdah menilai aplikasi ini lebih dari 10,diarahkan untuk kontak whatsapp tapi nomor tidak terdaftar di whatsapp saya minta pertanggungjawaban ya dan dana saya 5 jt mohon untuk dikembalikann!!!!!!",1,Negatif,saya kasih bintang sudah satu tahun saya menunggu proses pencairan yang sama sekali belum masuk ke rekening sayaa saya sdah menilai aplikasi ini lebih dari diarahkan untuk kontak whatsapp tapi nomor tidak terdaftar di whatsapp saya minta pertanggungjawaban ya dan dana saya  jt mohon untuk dikembalikann
"Bibit bagi sy adalah simpanan penyelamat, sy beli bibit hanya dalam jumlah kecil dan jarang tetapi yang nilainya sedikit itu ternyata menjadi sangat besar dan berharga di saat sy terjepit, bibit jadi solusi yang bisa diandalkan👍",5,Positif,bibit bagi sy adalah simpanan penyelamat sy beli bibit hanya dalam jumlah kecil dan jarang tetapi yang nilainya sedikit itu ternyata menjadi sangat besar dan berharga di saat sy terjepit bibit jadi solusi yang bisa diandalkan
Saya penguna Baru aplikasi bibit ini udh bagus tapi kalau bisa untuk topup mengunakan e wallet dikurangi biaya topupnya soalnya kami yg nabung sebulan 500rb cukup kerasa banyak kurangnya semoga bisa dimurahkan lagi mungkin dari 2.500 ke 1.000 atau bisa lebih murah Atau gratis. maaf jika pendapat ini kurang berguna tapi mohon diterima masukannya,4,Positif,saya penguna baru aplikasi bibit ini udh bagus tapi kalau bisa untuk topup mengunakan e wallet dikurangi biaya topupnya soalnya kami yg nabung sebulan rb cukup kerasa banyak kurangnya semoga bisa dimurahkan lagi mungkin dari  ke  atau bisa lebih murah atau gratis maaf jika pendapat ini kurang berguna tapi mohon diterima masukannya
"Sumpah ini aplikasi bagus banget simple, gue keilangan HP, dan gue cerita ke admin bibit, diarahin buat benerin data secara manual and jujurly simple cepet bnget sekarang udah bisa login lagi😭🤝 ga kaya sebelah ribet",5,Positif,sumpah ini aplikasi bagus banget simple gue keilangan hp dan gue cerita ke admin bibit diarahin buat benerin data secara manual and jujurly simple cepet bnget sekarang udah bisa login lagi ga kaya sebelah ribet
"Kecewa banget skrng mau top up aja ada biaya pembayarannya... Kalau diitung itung rugi banget kalau nabung dengan pola yang sering sebulan sampai 5x keatas terlebih saya konsennya di RDPU yg keuntungannya kecil, malah biaya pembayarannya lebih besar ketimbang keuntungannya",2,Negatif,kecewa banget skrng mau top up aja ada biaya pembayarannya kalau diitung itung rugi banget kalau nabung dengan pola yang sering sebulan sampai x keatas terlebih saya konsennya di rdpu yg keuntungannya kecil malah biaya pembayarannya lebih besar ketimbang keuntungannya
"2 tahun lebih pake bibit OK OK aja... Tp setelah update ini kok gak bisa cek performa portofolio ya?🤔 (Hari ini untung / rugi berapa sesuai nonimal investasi) Soalnya bibit versi lama bisa liat performa portofolionya, mohon diperbaiki 🙏",5,Positif, tahun lebih pake bibit ok ok aja tp setelah update ini kok gak bisa cek performa portofolio ya hari ini untung  rugi berapa sesuai nonimal investasi soalnya bibit versi lama bisa liat performa portofolionya mohon diperbaiki 
Bintang satu karena bibit sekarang agak ribet cara penggunaannya. Dulu daftar selesai tinggal investasi. Sekarang harus update bibit plus. Sungguh mengecewakan sih gak kayak apk investasi lainnya. Mana pakai bank jago lagi agar bisa top up. Kerjasama sih kerjasama tapi kesannya memaksa pelanggan untuk menjadi bagian dari kerjasama. Dahlah gak lagi invest di apk ini.,1,Negatif,bintang satu karena bibit sekarang agak ribet cara penggunaannya dulu daftar selesai tinggal investasi sekarang harus update bibit plus sungguh mengecewakan sih gak kayak apk investasi lainnya mana pakai bank jago lagi agar bisa top up kerjasama sih kerjasama tapi kesannya memaksa pelanggan untuk menjadi bagian dari kerjasama dahlah gak lagi invest di apk ini
Begini saya senang top up reksadana walaupun tidak banyak. Cuman kok sekarang bayar ya kalau mau top upnya. Padahal uang yg di top up gak banyak. Pen nabung pelan2. Tapi malah gini. Dan lagi ketika kita sudah jual reksadananya kok malah tidak sama seperti sebelum jual.. Walaupun setelah potong biaya? Mohon diperbaiki apalagi setelah di upgrade makin gak2 aja.,4,Positif,begini saya senang top up reksadana walaupun tidak banyak cuman kok sekarang bayar ya kalau mau top upnya padahal uang yg di top up gak banyak pen nabung pelan tapi malah gini dan lagi ketika kita sudah jual reksadananya kok malah tidak sama seperti sebelum jual walaupun setelah potong biaya mohon diperbaiki apalagi setelah di upgrade makin gak aja
"Sekarang dikenakan biaya tambahan jika ingin menabung. Update malah bikin kecewa, dulu-dulu ngga begini bibit tolong di perbaiki lg. Nabung dj pasar uang dikenakan biayanya lemayan retrun sama biaya tambahan gedean biaya tambahan :( min tolong lah ya dj perbaiki",1,Negatif,sekarang dikenakan biaya tambahan jika ingin menabung update malah bikin kecewa duludulu ngga begini bibit tolong di perbaiki lg nabung dj pasar uang dikenakan biayanya lemayan retrun sama biaya tambahan gedean biaya tambahan  min tolong lah ya dj perbaiki
"Saya berikan bintang 1 karena kecewa berat, saya ingin upgrade ke bibit plus, tapi selalu gagal karena e-ktp tidak sesuai, padahal semua data yang saya masukkan sudah sesuai e-ktp saya, sialan!!.",1,Negatif,saya berikan bintang  karena kecewa berat saya ingin upgrade ke bibit plus tapi selalu gagal karena ektp tidak sesuai padahal semua data yang saya masukkan sudah sesuai ektp saya sialan
"Bingung sama ini aplikasi mau invest disini ribet kali, disuruh upgrade bibit plus habis itu nanti kita diarahkan keluar aplikasi seperti aplikasi bankjago dan stockbit mencurigakan mau invest jadi takut soalnya di arahkannya ke aplikasi lain di luar apk bibit nya pada saat mau invest. Hati2 ya teman2 semua",1,Negatif,bingung sama ini aplikasi mau invest disini ribet kali disuruh upgrade bibit plus habis itu nanti kita diarahkan keluar aplikasi seperti aplikasi bankjago dan stockbit mencurigakan mau invest jadi takut soalnya di arahkannya ke aplikasi lain di luar apk bibit nya pada saat mau invest hati ya teman semua
"Aduh.. lama banget pencairan nya pdhl lagi butuh bgt, maksimum nya 3 hari tapi ini udah 5 hari ga ada perubahan. Kalo maksimal nya smpe 7 hari sih, terlalu lama. Jadi buat apa ada pilihan ""Uang darurat"" saat ingin pengambilan dana, jika proses nya aja disamakan dengan pilihan yang lain? lelet. Ngerti ga sih arti darurat? Maksimal 3 hari aja. Udahlah lama, biaya admin nya gede pula! Kalo dipotong gede maksimal cepet lah cair nya.",2,Negatif,aduh lama banget pencairan nya pdhl lagi butuh bgt maksimum nya  hari tapi ini udah  hari ga ada perubahan kalo maksimal nya smpe  hari sih terlalu lama jadi buat apa ada pilihan uang darurat saat ingin pengambilan dana jika proses nya aja disamakan dengan pilihan yang lain lelet ngerti ga sih arti darurat maksimal  hari aja udahlah lama biaya admin nya gede pula kalo dipotong gede maksimal cepet lah cair nya
"Udah pengguna akun dari lama banget, kecewa karna upgrade ke bibit plus, udah gitu sekarang ada biaya tf hmm, semenjak di ubah ke bibit plus tampilannya juga ga enak mana gabisa di ubah ke bibit biasa lagi",1,Negatif,udah pengguna akun dari lama banget kecewa karna upgrade ke bibit plus udah gitu sekarang ada biaya tf hmm semenjak di ubah ke bibit plus tampilannya juga ga enak mana gabisa di ubah ke bibit biasa lagi
"Mau pencarian lama, terus setelah berhasil, kok gak langsung masuk ke rekening, gimana nih, dicek di bibit order jual sudah berhasil tapi masuk ke rekeningnya lama, sekitar 4 harian kalau gak salah. Kalau sedang butuh dana jadi gak efektif nih pakai bibit. Kecuali kalau yg hanya mau investasi saja ya no problem.",2,Negatif,mau pencarian lama terus setelah berhasil kok gak langsung masuk ke rekening gimana nih dicek di bibit order jual sudah berhasil tapi masuk ke rekeningnya lama sekitar  harian kalau gak salah kalau sedang butuh dana jadi gak efektif nih pakai bibit kecuali kalau yg hanya mau investasi saja ya no problem
"Mon maap bibit sekarang ribet ada biaya pembayaran tiap mau rutin nabung, jadi secara ngga langsung DIPAKSA buka jago atau rdn wallet, FYI rdn wallet itu harus bca/jago juga dan ribet pendaftaranya. Sepertinya saya akan tarik dana nya dari bibit blakclist investasi terutama reksadana.",1,Negatif,mon maap bibit sekarang ribet ada biaya pembayaran tiap mau rutin nabung jadi secara ngga langsung dipaksa buka jago atau rdn wallet fyi rdn wallet itu harus bcajago juga dan ribet pendaftaranya sepertinya saya akan tarik dana nya dari bibit blakclist investasi terutama reksadana
Sudah pakai bibit 2 tahunan dulu takut takut mau coba tapi sekarang udah mulai nyaman eh taunya bulan ini ada biaya untuk bayar banknya padahal aku sebulan bisa 2 sampai 3 kali transaksi masukin uang. Akhirnya mau ga mau jadi nyoba upgrade bibit plus. Semoga kedepannya tetap dan lebih aman serta memudahkan pengguna ya. Masih agak agak takut pakai bank digital soalnya,4,Positif,sudah pakai bibit  tahunan dulu takut takut mau coba tapi sekarang udah mulai nyaman eh taunya bulan ini ada biaya untuk bayar banknya padahal aku sebulan bisa  sampai  kali transaksi masukin uang akhirnya mau ga mau jadi nyoba upgrade bibit plus semoga kedepannya tetap dan lebih aman serta memudahkan pengguna ya masih agak agak takut pakai bank digital soalnya
"Sangat kurang,di history ada kata telah berhasil order jualnya,tapi tidak ada masuk uang nya ke akun bank,ada 3 saham yang saya jual 2 nya juga berhasil Alhamdulillah masuk ke akun bank,yang satu nya lagi sama sekali belum masuk sampai skrng udah 7 hari kerja loh",1,Negatif,sangat kurangdi history ada kata telah berhasil order jualnyatapi tidak ada masuk uang nya ke akun bankada  saham yang saya jual  nya juga berhasil alhamdulillah masuk ke akun bankyang satu nya lagi sama sekali belum masuk sampai skrng udah  hari kerja loh
"Kecewa banget sekarang tiap mau nabung ada biaya pembayaran nya, padahal udah mau 2 tahun pake bibit. Auto uninstall sih soal nya rugi kalo tiap nabung ada biaya nya sedangkan dalam sebulan saya bisa sampe 4x nabung.",2,Negatif,kecewa banget sekarang tiap mau nabung ada biaya pembayaran nya padahal udah mau  tahun pake bibit auto uninstall sih soal nya rugi kalo tiap nabung ada biaya nya sedangkan dalam sebulan saya bisa sampe x nabung
"Sudah pakai bibit hampir 2th. Baru kali ini saya top up ke rdn wallet blm masuk, pdhl baru top up 3hr yg lalu lgsg masuk. Sudah hubungi ke WA yang ada. Smg kejadian ini tdk terulang kembali. Mohon ditingkatkan dan diperbaiki kembali aplikasinya.",4,Positif,sudah pakai bibit hampir th baru kali ini saya top up ke rdn wallet blm masuk pdhl baru top up hr yg lalu lgsg masuk sudah hubungi ke wa yang ada smg kejadian ini tdk terulang kembali mohon ditingkatkan dan diperbaiki kembali aplikasinya
"Sejak pembelian saham dikenakan biaya sy jd berpikir ulang utk menggunakan bibit Krn awalnya berpikir dgn 10rb sy bisa menabung (investasi). Krn selama ini sy beli dgn menyisihkan keuntungan penjualan kecil2an dr market place. Kalau sy membeli 10rb lalu biaya (minimal) 2,5 - 4,6 rb berarti sy hrs menambah 25 - 46 % dr nilai pembelian. Sama jg ketika mentransfer ke Jago terlebih dahulu, ada biaya admin di sana.",2,Negatif,sejak pembelian saham dikenakan biaya sy jd berpikir ulang utk menggunakan bibit krn awalnya berpikir dgn rb sy bisa menabung investasi krn selama ini sy beli dgn menyisihkan keuntungan penjualan kecilan dr market place kalau sy membeli rb lalu biaya minimal    rb berarti sy hrs menambah     dr nilai pembelian sama jg ketika mentransfer ke jago terlebih dahulu ada biaya admin di sana
